id,original_title,overview,genres,keywords,cast,production_companies,release_date,vote_average,vote_count,runtime,original_language,popularity,director,combined_features
142132,Sugar Town,look life struggle l scene rock star follow main character gwen quest work assistant film production designer try steal boy friend music producer offer sexual favor producer try orchestrate comeback glam band comprise michael des barres john taylor martin kemp rosanna arquette play movie star wife lead singer fret offer role mother new ingenious beverly d angelo show millionairess agree bankroll group get roll hay lead singer career problem include drug proclivity represent film,Comedy,womandirector,JohnTaylor MichaelDesBarres MartinKemp,ChannelFourFilms OctoberFilms,1999-09-17,5.5,2,92.0,en,0.375423,AllisonAnders,look life struggle l scene rock star follow main character gwen quest work assistant film production designer try steal boy friend music producer offer sexual favor producer try orchestrate comeback glam band comprise michael des barres john taylor martin kemp rosanna arquette play movie star wife lead singer fret offer role mother new ingenious beverly d angelo show millionairess agree bankroll group get roll hay lead singer career problem include drug proclivity represent film Comedy womandirector JohnTaylor MichaelDesBarres MartinKemp AllisonAnders ChannelFourFilms OctoberFilms
20520,The Motel,thirteen year old ernest chin life work sleazy hourly rate motel strip desolate suburban bi way misunderstood family blindly careen puberty ernest befriend sam kim self destructive charismatic korean man check sam teach fatherless boy rite manhood,Drama Comedy,,JeffreyChyau SungKang JadeWu,,2005-01-01,7.0,3,75.0,en,0.120505,MichaelKang,thirteen year old ernest chin life work sleazy hourly rate motel strip desolate suburban bi way misunderstood family blindly careen puberty ernest befriend sam kim self destructive charismatic korean man check sam teach fatherless boy rite manhood Drama Comedy  JeffreyChyau SungKang JadeWu MichaelKang 
109729,The Canyons,discovery illicit love affair lead young angeleno violent sexually charge tour dark human nature,Thriller Drama,sex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy filmindustry snooping mindgames affair trustfundbaby,LindsayLohan JamesDeen GusVanSant,Filmworks/FX Prettybird PostEmpireFilms SodiumFox,2013-07-29,4.1,75,99.0,en,6.978907,PaulSchrader,discovery illicit love affair lead young angeleno violent sexually charge tour dark human nature Thriller Drama sex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy filmindustry snooping mindgames affair trustfundbaby LindsayLohan JamesDeen GusVanSant PaulSchrader Filmworks/FX Prettybird PostEmpireFilms SodiumFox
78307,On the Outs,follow choice young woman drug dealer addict pregnant teen jersey city,Drama,prison drugdealer singlemother teenagepregnancy womandirector dominican,JudyMarte PaolaMendoza FlacoNavaja,YouthHouseProductions FaderFilms,2004-09-11,5.9,6,86.0,en,0.493223,LoriSilverbush,follow choice young woman drug dealer addict pregnant teen jersey city Drama prison drugdealer singlemother teenagepregnancy womandirector dominican JudyMarte PaolaMendoza FlacoNavaja LoriSilverbush YouthHouseProductions FaderFilms
12247,Shotgun Stories,shotgun story track feud erupt set half brother follow death father set cotton field road southeast arkansas brother discover length protect family,Drama Thriller,brotherbrotherrelationship lossoffather arkansas,MichaelShannon GlendaPannell LynnseeProvence,UploadFilms MuskatFilmedProperties ALuckyOldSunProduction,2007-10-01,6.9,57,92.0,en,5.251143,JeffNichols,shotgun story track feud erupt set half brother follow death father set cotton field road southeast arkansas brother discover length protect family Drama Thriller brotherbrotherrelationship lossoffather arkansas MichaelShannon GlendaPannell LynnseeProvence JeffNichols UploadFilms MuskatFilmedProperties ALuckyOldSunProduction
29917,Exam,final candidate highly desirable corporate job lock exam room give test simple confusing tension begin unravel,Thriller Mystery,gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation pandemic rules,LukeMably AdarBeck ChrisCarey,HazeldineFilms BedlamProductions,2009-06-19,6.6,523,101.0,en,20.265518,StuartHazeldine,final candidate highly desirable corporate job lock exam room give test simple confusing tension begin unravel Thriller Mystery gun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation pandemic rules LukeMably AdarBeck ChrisCarey StuartHazeldine HazeldineFilms BedlamProductions
70687,The Sticky Fingers of Time,s author terumi matthews transport s brooklyn meet woman nicole zaray read life,ScienceFiction Drama,future bisexuality timetravel womandirector,TerumiMatthews NicoleZaray BelindaBecker,,1997-06-06,4.8,3,90.0,en,0.130169,HilaryBrougher,s author terumi matthews transport s brooklyn meet woman nicole zaray read life ScienceFiction Drama future bisexuality timetravel womandirector TerumiMatthews NicoleZaray BelindaBecker HilaryBrougher 
60463,Sunday School Musical,compete group high school student rally enter song dance competition order save church close,Music,highschool womandirector,ChrisChatman CandiseLakota KrystleConnor,TheAsylum Asylum,2008-10-21,5.5,4,93.0,en,0.46049,RachelGoldenberg,compete group high school student rally enter song dance competition order save church close Music highschool womandirector ChrisChatman CandiseLakota KrystleConnor RachelGoldenberg TheAsylum Asylum
46252,Rust,midst midlife crisis faith man find hope expect hometown james moore golden globe nominee corbin bernsen pastor return home discover family new area kill mysterious fire childhood friend implicate murder convince friend s innocence james set mission find truth process rediscover lose faith uplifting drama faith family powerful tie bind community,Drama,,CorbinBernsen FrankGallacher LloydWarner,,2010-10-07,0.0,0,94.0,en,0.399491,CorbinBernsen,midst midlife crisis faith man find hope expect hometown james moore golden globe nominee corbin bernsen pastor return home discover family new area kill mysterious fire childhood friend implicate murder convince friend s innocence james set mission find truth process rediscover lose faith uplifting drama faith family powerful tie bind community Drama  CorbinBernsen FrankGallacher LloydWarner CorbinBernsen 
24869,Ink,invisible force exert power sleep mercenary name ink literal nightmare mission capture spirit year old emma dream world save dream giver marshal resource focus save soul emma s tragically broken father,Action Fantasy,supernatural fatherdaughterrelationship incubus,ChrisKelly JessicaDuffy QuinnHunchar,DoubleEdgeFilms,2009-01-23,6.4,101,106.0,en,5.217002,JaminWinans,invisible force exert power sleep mercenary name ink literal nightmare mission capture spirit year old emma dream world save dream giver marshal resource focus save soul emma s tragically broken father Action Fantasy supernatural fatherdaughterrelationship incubus ChrisKelly JessicaDuffy QuinnHunchar JaminWinans DoubleEdgeFilms
77934,The Christmas Bunny,christmas bunny tell story lonely foster child sophie bolen find lose injure rabbit wood christmas eve rabbit nurse health bunny lady florence henderson run rabbit rescue old barn michigan farmhouse,Drama Family,,SophieBolen MadelineVail ColbyFrench,HoneyCreekPictures,2010-11-28,5.7,7,96.0,en,0.065103,TomSeidman,christmas bunny tell story lonely foster child sophie bolen find lose injure rabbit wood christmas eve rabbit nurse health bunny lady florence henderson run rabbit rescue old barn michigan farmhouse Drama Family  SophieBolen MadelineVail ColbyFrench TomSeidman HoneyCreekPictures
34697,Butterfly,orson welle judge rauch hold lengthy trial jess tyler caretaker desert wife year s accuse improper relation daughter kady complication follow wash father kady s baby come away,Crime Drama,nudity seduction,StacyKeach PiaZadora OrsonWelles,Par-ParProductions,1982-02-05,5.0,12,107.0,en,1.063615,MattCimber,orson welle judge rauch hold lengthy trial jess tyler caretaker desert wife year s accuse improper relation daughter kady complication follow wash father kady s baby come away Crime Drama nudity seduction StacyKeach PiaZadora OrsonWelles MattCimber Par-ParProductions
320435,UnDivided,undivided document true story suburban church unite risk roosevelt high school create beautiful transformation student school volunteer serve,,,,,2013-02-01,0.0,0,0.0,en,0.010607,,undivided document true story suburban church unite risk roosevelt high school create beautiful transformation student school volunteer serve     
150211,The Frozen,harrowing snowmobile accident young couple strand wood survive wait help arrive event turn bad disappearance emma s boyfriend leave battle element elude mysterious hunter track forest,Horror Thriller,bickering accident denialofdeath,BritMorgan NoahSegan,,2012-10-10,4.2,14,0.0,en,1.084387,AndrewHyatt,harrowing snowmobile accident young couple strand wood survive wait help arrive event turn bad disappearance emma s boyfriend leave battle element elude mysterious hunter track forest Horror Thriller bickering accident denialofdeath BritMorgan NoahSegan AndrewHyatt 
306667,Horse Camp,s matter kathy jordan trovillion highland park s typical year old girl search life place go find horse camp father luke dean cain lois amp clark new adventure superman recognize s get blood sensibility understand horse understand horse camp learn horse people challenge friendship,Family Drama,horse teenagegirl,JordanTrovillion DeanCain SherrylDespres,BeYourOwnHollywood,2015-01-10,5.5,2,108.0,en,0.172299,JoelPaulReisig,s matter kathy jordan trovillion highland park s typical year old girl search life place go find horse camp father luke dean cain lois amp clark new adventure superman recognize s get blood sensibility understand horse understand horse camp learn horse people challenge friendship Family Drama horse teenagegirl JordanTrovillion DeanCain SherrylDespres JoelPaulReisig BeYourOwnHollywood
274758,Give Me Shelter,shelter documentary raise awareness important animal issue world film uncover prevalent issue animal world eye individual dedicate life daily,Documentary,helpinganimals,KatieCleary RobertDavi CaroleDavis,,2014-06-24,0.0,0,90.0,en,0.278981,KristinRizzo,shelter documentary raise awareness important animal issue world film uncover prevalent issue animal world eye individual dedicate life daily Documentary helpinganimals KatieCleary RobertDavi CaroleDavis KristinRizzo 
3060,The Big Parade,story idle rich boy join army s rainbow division send france fight world war friend work class man experience horror trench warfare find love french girl,Drama Romance War,worldwari silentfilm,JohnGilbert RenéeAdorée HobartBosworth,Metro-Goldwyn-Mayer(MGM),1925-11-05,7.0,21,151.0,en,0.785744,KingVidor,story idle rich boy join army s rainbow division send france fight world war friend work class man experience horror trench warfare find love french girl Drama Romance War worldwari silentfilm JohnGilbert RenéeAdorée HobartBosworth KingVidor Metro-Goldwyn-Mayer(MGM)
40963,Little Big Top,aging work clown return small hometown resign spend rest day drunken stupor passion clown reawaken local amateur circus find smile,Comedy,independentfilm,SidHaig RichardRiehle MelEngland,FlyHighFilms,2006-01-01,10.0,1,0.0,en,0.0921,,aging work clown return small hometown resign spend rest day drunken stupor passion clown reawaken local amateur circus find smile Comedy independentfilm SidHaig RichardRiehle MelEngland  FlyHighFilms
173224,Along the Roadside,road movie young people different part world vastly different clash culture journey self discovery drive large music festival california,Romance Comedy Music,roadmovie,MichaelMadsen ImanCrosson LazarRistovski,MetakwonFilmworks,2013-02-28,7.7,3,118.0,en,0.166655,ZoranLisinac,road movie young people different part world vastly different clash culture journey self discovery drive large music festival california Romance Comedy Music roadmovie MichaelMadsen ImanCrosson LazarRistovski ZoranLisinac MetakwonFilmworks
18533,Bronson,young man sentence year prison rob post office end spending year solitary confinement time personality supplant alter ego charles bronson,Drama Action Crime,prison isolation,TomHardy MattKing JamesLance,EMMedia AramidEntertainmentFund VertigoFilms Str8jacketCreations 4DHFilms PerfumeFilms,2008-10-09,6.9,733,92.0,en,18.450613,NicolasWindingRefn,young man sentence year prison rob post office end spending year solitary confinement time personality supplant alter ego charles bronson Drama Action Crime prison isolation TomHardy MattKing JamesLance NicolasWindingRefn EMMedia AramidEntertainmentFund VertigoFilms Str8jacketCreations 4DHFilms PerfumeFilms
376010,Western Religion,year gunfighter far reach globe descend religion az compete legendary poker tournament draw gold prize player come realize game soul stake,Western,,PeterShinkoda MerikTadros PeterSherayko,3rdPartnerProductions,2015-10-09,0.0,0,106.0,en,0.58954,JamesO'Brien,year gunfighter far reach globe descend religion az compete legendary poker tournament draw gold prize player come realize game soul stake Western  PeterShinkoda MerikTadros PeterSherayko JamesO'Brien 3rdPartnerProductions
139948,Burn,character drive action pack documentary detroit tell eye detroit firefighter man woman charge thankless task save city write dead,Foreign Documentary,michigan crisis firefighting detroit womandirector,"DonaldAustin Brendan""Doogie""Milewski DaveParnell",ApostleProductions,2012-11-01,6.9,6,86.0,en,0.126676,TomPutnam,"character drive action pack documentary detroit tell eye detroit firefighter man woman charge thankless task save city write dead Foreign Documentary michigan crisis firefighting detroit womandirector DonaldAustin Brendan""Doogie""Milewski DaveParnell TomPutnam ApostleProductions"
77332,Urbania,charlie take odyssey grief fall weekend new york city encounter plan chance homeless man sleep building friend s die couple live noisily love flat bartender night stand follow home tattooed stranger seek befriend way charlie inhabit city moment violence story legend kidney thief microwaved poodle rat hot dog bun baby leave car tourist s toothbrush needle public phone change slot charlie life tell story cause melancholy,Romance Drama,,DanFutterman MattKeeslar SamuelBall,,2000-01-24,5.2,10,103.0,en,0.065155,JonMatthews,charlie take odyssey grief fall weekend new york city encounter plan chance homeless man sleep building friend s die couple live noisily love flat bartender night stand follow home tattooed stranger seek befriend way charlie inhabit city moment violence story legend kidney thief microwaved poodle rat hot dog bun baby leave car tourist s toothbrush needle public phone change slot charlie life tell story cause melancholy Romance Drama  DanFutterman MattKeeslar SamuelBall JonMatthews 
70478,The Stewardesses,stewardess softcore d film produce budget film gross usd dollar profitable d film release pass james cameron avatar,Comedy,femalenudity lesbian eroticmovie,ChristinaHart RonaldSouth WilliamCondos,,1969-07-25,4.3,5,69.0,en,1.183892,AlSillimanJr.,stewardess softcore d film produce budget film gross usd dollar profitable d film release pass james cameron avatar Comedy femalenudity lesbian eroticmovie ChristinaHart RonaldSouth WilliamCondos AlSillimanJr. 
35073,"The Beast from 20,000 Fathoms",beast fathom science fiction film direct eug ne louri star paul christian paula raymond cecil kellaway visual effect ray harryhausen film atomic bomb test arctic circle unfreeze hibernate fictional dinosaur rhedosaurus begin wreak havoc new york city,Adventure Horror ScienceFiction,monster atomicbomb lighthouse arctic rampage stopmotion bmovie giantmonster dinosaur newyorkcity seamonster amusementpark rollercoaster beast rhedosaurus,PaulHubschmid PaulaRaymond CecilKellaway,JackDietzProductions,1953-06-13,6.7,41,80.0,en,2.043661,EugèneLourié,beast fathom science fiction film direct eug ne louri star paul christian paula raymond cecil kellaway visual effect ray harryhausen film atomic bomb test arctic circle unfreeze hibernate fictional dinosaur rhedosaurus begin wreak havoc new york city Adventure Horror ScienceFiction monster atomicbomb lighthouse arctic rampage stopmotion bmovie giantmonster dinosaur newyorkcity seamonster amusementpark rollercoaster beast rhedosaurus PaulHubschmid PaulaRaymond CecilKellaway EugèneLourié JackDietzProductions
9659,Mad Max,dystopian future australia vicious biker gang murder cop s family make fight personal,Adventure Action Thriller ScienceFiction,chain baby bridge post-apocalyptic dystopia matteroflifeanddeath benzine biker partner truck motorcycle motorcyclegang explodingcar ozploitation,MelGibson JoanneSamuel HughKeays-Byrne,KennedyMillerProductions MadMaxFilms Crossroads,1979-04-12,6.6,1213,93.0,en,33.142185,GeorgeMiller,dystopian future australia vicious biker gang murder cop s family make fight personal Adventure Action Thriller ScienceFiction chain baby bridge post-apocalyptic dystopia matteroflifeanddeath benzine biker partner truck motorcycle motorcyclegang explodingcar ozploitation MelGibson JoanneSamuel HughKeays-Byrne GeorgeMiller KennedyMillerProductions MadMaxFilms Crossroads
10218,Swingers,story mike guy leave girl new york come la star s month girlfriend leave s good pal friend try social scene forget year relationship,Comedy Romance,independentfilm stuffedanimal hollywood drink swinger producer followingsomeone namecalling aspiringactor actor,JonFavreau VinceVaughn RonLivingston,MiramaxFilms IndependentPictures(II) TheAlfredShayCompanyInc.,1996-10-18,6.8,253,94.0,en,13.971674,DougLiman,story mike guy leave girl new york come la star s month girlfriend leave s good pal friend try social scene forget year relationship Comedy Romance independentfilm stuffedanimal hollywood drink swinger producer followingsomeone namecalling aspiringactor actor JonFavreau VinceVaughn RonLivingston DougLiman MiramaxFilms IndependentPictures(II) TheAlfredShayCompanyInc.
391,Per un pugno di dollari,man enter mexican village san miguel midst power struggle rojo brother sheriff john baxter regiment mexican soldier bear gold intend pay new weapon waylay rojo brother strange insert middle long simmer battle sell false information side benefit,Western,gangwar victimofmurder greed hostility spaghettiwestern,ClintEastwood MarianneKoch GianMariaVolonté,UnitedArtists ConstantinFilmProduktion JollyFilm OceanFilms,1964-09-12,7.6,883,99.0,it,38.771062,SergioLeone,man enter mexican village san miguel midst power struggle rojo brother sheriff john baxter regiment mexican soldier bear gold intend pay new weapon waylay rojo brother strange insert middle long simmer battle sell false information side benefit Western gangwar victimofmurder greed hostility spaghettiwestern ClintEastwood MarianneKoch GianMariaVolonté SergioLeone UnitedArtists ConstantinFilmProduktion JollyFilm OceanFilms
43595,She Done Him Wrong,new york singer nightclub owner lady lou man friend imagine unfortunately vicious criminal s escape way girl realise hasn t exactly faithful absence help hand form young captain cumming local temperance league leader,Comedy,singer nightclubowner,MaeWest CaryGrant OwenMoore,ParamountPictures,1933-02-09,5.1,27,66.0,en,0.622752,LowellSherman,new york singer nightclub owner lady lou man friend imagine unfortunately vicious criminal s escape way girl realise hasn t exactly faithful absence help hand form young captain cumming local temperance league leader Comedy singer nightclubowner MaeWest CaryGrant OwenMoore LowellSherman ParamountPictures
194588,Short Cut to Nirvana: Kumbh Mela,year million pilgrim gather meeting india s holy river gange yamuna spectacular spiritual festival kumbh mela documentary take voyage discovery colorful event eye westerner ebullient young hindu monk swami krishnanand feature encounter india s respected holy man exclusive footage holiness dalai lama,,,,,2004-05-11,0.0,0,85.0,en,0.004998,,year million pilgrim gather meeting india s holy river gange yamuna spectacular spiritual festival kumbh mela documentary take voyage discovery colorful event eye westerner ebullient young hindu monk swami krishnanand feature encounter india s respected holy man exclusive footage holiness dalai lama     
54897,The Grace Card,change instant lifetime unravel mac mcdonald lose son accident ensue year bitterness pain erode love family leave angry god mac s rage stonewall career police department make combustible situation s partner sam wright rise star force happen time pastor love family man join force help s impossible look past difference especially obvious day opportunity rebuild relationship heal deep wound extend receive god s grace offer grace card underestimate power god s love,Drama,family'sdailylife bible platoniclove hope churchservice deathofafriend policeeverydaylife,"MichaelJoiner MichaelHiggenbottom LouisGossett,Jr.",GraceWorksPictures,2011-02-25,6.5,10,101.0,en,0.616283,DavidEvans,"change instant lifetime unravel mac mcdonald lose son accident ensue year bitterness pain erode love family leave angry god mac s rage stonewall career police department make combustible situation s partner sam wright rise star force happen time pastor love family man join force help s impossible look past difference especially obvious day opportunity rebuild relationship heal deep wound extend receive god s grace offer grace card underestimate power god s love Drama family'sdailylife bible platoniclove hope churchservice deathofafriend policeeverydaylife MichaelJoiner MichaelHiggenbottom LouisGossett,Jr. DavidEvans GraceWorksPictures"
83588,Middle of Nowhere,middle follow woman name ruby lose husband incarceration lose process,Drama,prison womandirector,DavidOyelowo MayaGilbert SharonLawrence,,2012-10-12,6.6,7,101.0,en,2.836537,AvaDuVernay,middle follow woman name ruby lose husband incarceration lose process Drama prison womandirector DavidOyelowo MayaGilbert SharonLawrence AvaDuVernay 
53256,Drei,hanna simon year marriage unexiting relationship chance meet start separate affair adam adam idea lover marry find hanna pregnant natural doubt stem situation,Romance Drama Comedy,sex bisexual science,SophieRois SebastianSchipper DevidStriesow,X-FilmeCreativePool ARTE WestdeutscherRundfunk(WDR) ARDDegetoFilm,2010-12-23,6.3,31,119.0,de,5.937602,TomTykwer,hanna simon year marriage unexiting relationship chance meet start separate affair adam adam idea lover marry find hanna pregnant natural doubt stem situation Romance Drama Comedy sex bisexual science SophieRois SebastianSchipper DevidStriesow TomTykwer X-FilmeCreativePool ARTE WestdeutscherRundfunk(WDR) ARDDegetoFilm
40920,The Business of Fancydancing,seymour polatkin successful gay indian poet spokane confront past return childhood home reservation attend funeral dear friend,Music Drama,independentfilm,EvanAdams MichelleSt.John GeneTagaban,FallsApartProductions,2002-01-14,8.0,2,103.0,en,0.06104,ShermanAlexie,seymour polatkin successful gay indian poet spokane confront past return childhood home reservation attend funeral dear friend Music Drama independentfilm EvanAdams MichelleSt.John GeneTagaban ShermanAlexie FallsApartProductions
287815,Call + Response,response kind feature documentary film reveal world s million dirty secret slave today human history response go deep undercover slavery thrive child brothel cambodia slave brick kiln rural india reveal slave trader money google nike starbuck combine luminary issue prominent political cultural figure offer hand account st century trade performance grammy winning critically acclaim artist chilling information inspiration stop music movement human slavery dr cornel west connect music american slave field popular music listen today offer connection rallying cry modern abolitionist movement currently brew,Documentary,,,,2008-10-10,8.0,1,86.0,en,0.062089,JustinDillon,response kind feature documentary film reveal world s million dirty secret slave today human history response go deep undercover slavery thrive child brothel cambodia slave brick kiln rural india reveal slave trader money google nike starbuck combine luminary issue prominent political cultural figure offer hand account st century trade performance grammy winning critically acclaim artist chilling information inspiration stop music movement human slavery dr cornel west connect music american slave field popular music listen today offer connection rallying cry modern abolitionist movement currently brew Documentary   JustinDillon 
54702,Malevolence,s year kidnapping martin bristol take backyard swing home age force witness unspeakable crime derange madman year martin s whereabouts remain mystery,Crime Horror Thriller,hostage psychopath abandonedhouse serialkiller slasher desolate farmland country isolated,SamanthaDark HeatherMagee RichardGlover,,2004-09-10,4.9,14,90.0,en,1.077321,StevanMena,s year kidnapping martin bristol take backyard swing home age force witness unspeakable crime derange madman year martin s whereabouts remain mystery Crime Horror Thriller hostage psychopath abandonedhouse serialkiller slasher desolate farmland country isolated SamanthaDark HeatherMagee RichardGlover StevanMena 
176074,Reality Show,warwick family unknowingly film new reality problem bore producer add conflict drama life life begin unravel shocking consequence,,wifehusbandrelationship reality realitytv realityspoof,AdamRifkin KelleyMenighanHensley KendraSueWaldman,CampbellGrobmanFilms BlumpInternationalFilms,2015-01-01,5.5,2,92.0,en,0.472123,AdamRifkin,warwick family unknowingly film new reality problem bore producer add conflict drama life life begin unravel shocking consequence  wifehusbandrelationship reality realitytv realityspoof AdamRifkin KelleyMenighanHensley KendraSueWaldman AdamRifkin CampbellGrobmanFilms BlumpInternationalFilms
69270,Super Hybrid,late night mysterious car bring chicago police impound garage deadly traffic accident mechanic soon discover car mind hundred horsepower ton reinforce steel command s seemingly unstoppable killing machine capable outrun outwit human,Horror,,ShannonBeckner OdedFehr RyanKennedy,TADORAFilmproduktions StallionMedia Studio407,2010-01-01,4.6,24,95.0,en,4.009379,EricValette,late night mysterious car bring chicago police impound garage deadly traffic accident mechanic soon discover car mind hundred horsepower ton reinforce steel command s seemingly unstoppable killing machine capable outrun outwit human Horror  ShannonBeckner OdedFehr RyanKennedy EricValette TADORAFilmproduktions StallionMedia Studio407
5759,Baghead,actor cabin wood write direct act film jump start career idea horror film man bag head happen man mysteriously show,Drama Comedy Horror,mumblecore mumblegore,RossPartridge SteveZissis GretaGerwig,DuplassBrothersProductions,2008-01-21,5.8,23,84.0,en,3.299345,JayDuplass,actor cabin wood write direct act film jump start career idea horror film man bag head happen man mysteriously show Drama Comedy Horror mumblecore mumblegore RossPartridge SteveZissis GretaGerwig JayDuplass DuplassBrothersProductions
402515,Solitude,find old storage locker fill family s history james erikson begin journey discover truth mysterious piece land small town solitude,Horror,terror horror fear wood grove bosque,ArminHabibovich VictoriaLachelle LivingstonOden,GravitasVentures,2014-10-21,0.0,0,89.0,pt,0.018716,LivingstonOden,find old storage locker fill family s history james erikson begin journey discover truth mysterious piece land small town solitude Horror terror horror fear wood grove bosque ArminHabibovich VictoriaLachelle LivingstonOden LivingstonOden GravitasVentures
126141,Chats perchés,paris yellow cat appear wall chris marker look mysterious cat capture camera political international event year war iraq,Documentary,,,LesFilmsduJeudi,2004-12-05,7.7,3,59.0,en,0.092562,ChrisMarker,paris yellow cat appear wall chris marker look mysterious cat capture camera political international event year war iraq Documentary   ChrisMarker LesFilmsduJeudi
48035,Ordet,understand faith prayer miracle august danish farm patriarch borgan son mikkel good hearted agnostic wife inger pregnant johanne believe jesus ander young slight love tailor s daughter fundamentalist sect girl s father anathema borgan s traditional lutheranism oppose marriage tailor forbid borgan s pride demand happen unexpectedly inger family s sweetness light problem pregnancy rational doctor arrive long night bring sharp focus view faith,Drama,faith independentfilm religion religiousfundamentalist pregnantwife,BirgitteFederspiel PrebenLerdorffRye HenrikMalberg,PalladiumFilm,1955-01-09,7.8,65,126.0,da,3.225189,CarlTheodorDreyer,understand faith prayer miracle august danish farm patriarch borgan son mikkel good hearted agnostic wife inger pregnant johanne believe jesus ander young slight love tailor s daughter fundamentalist sect girl s father anathema borgan s traditional lutheranism oppose marriage tailor forbid borgan s pride demand happen unexpectedly inger family s sweetness light problem pregnancy rational doctor arrive long night bring sharp focus view faith Drama faith independentfilm religion religiousfundamentalist pregnantwife BirgitteFederspiel PrebenLerdorffRye HenrikMalberg CarlTheodorDreyer PalladiumFilm
14758,Good Dick,fidgety wisecrack video store clerk develop fixation particularly reclusive customer frequent visitor pornography section cinefile video store work los angeles multiple failure impress brief daily transaction find street address store s database drive apartment building initiate unconventional campaign win affection,Comedy Drama Romance,sexuality roommate misfit independentfilm relationship womandirector,MariannaPalka JasonRitter EricEdelstein,GoodDick MorningKnight PresentPictures,2008-10-03,6.1,34,86.0,en,1.948435,MariannaPalka,fidgety wisecrack video store clerk develop fixation particularly reclusive customer frequent visitor pornography section cinefile video store work los angeles multiple failure impress brief daily transaction find street address store s database drive apartment building initiate unconventional campaign win affection Comedy Drama Romance sexuality roommate misfit independentfilm relationship womandirector MariannaPalka JasonRitter EricEdelstein MariannaPalka GoodDick MorningKnight PresentPictures
13363,The Man from Earth,impromptu goodbye party professor john oldman mysterious interrogation retire scholar reveal colleague age walk earth year,ScienceFiction Drama,philosophy secret birthday professor psychology bible time legend immortality history survival prehistoric memory anthropology religion church science cavemen,DavidLeeSmith TonyTodd JohnBillingsley,FallingSkyEntertainment,2007-06-10,7.7,687,87.0,en,31.339015,RichardSchenkman,impromptu goodbye party professor john oldman mysterious interrogation retire scholar reveal colleague age walk earth year ScienceFiction Drama philosophy secret birthday professor psychology bible time legend immortality history survival prehistoric memory anthropology religion church science cavemen DavidLeeSmith TonyTodd JohnBillingsley RichardSchenkman FallingSkyEntertainment
37985,The Trials Of Darryl Hunt,trial darryl hunt feature documentary brutal rape murder case wrongly convict man darryl hunt spend nearly year prison crime commit social justice story personally drive narrative film chronicle capital case exclusive footage decade film frame judicial emotional response chilling crime implication reverberate hunt s conviction backdrop class racial bias south american criminal justice system,Documentary,womandirector,,,2007-06-15,6.8,4,106.0,en,0.15066,RickiStern,trial darryl hunt feature documentary brutal rape murder case wrongly convict man darryl hunt spend nearly year prison crime commit social justice story personally drive narrative film chronicle capital case exclusive footage decade film frame judicial emotional response chilling crime implication reverberate hunt s conviction backdrop class racial bias south american criminal justice system Documentary womandirector  RickiStern 
25786,Samantha: An American Girl Holiday,kindhearte samantha parkington s world start change day nellie o malley walk life nellie father little sister move door servant ryland family come completely different background samantha nellie fast friend girl turn happiness sorrow adventure danger,Drama Family,,MiaFarrow AnnaSophiaRobb OliviaBallantyne,,2004-11-23,4.6,9,86.0,en,4.980585,NadiaTass,kindhearte samantha parkington s world start change day nellie o malley walk life nellie father little sister move door servant ryland family come completely different background samantha nellie fast friend girl turn happiness sorrow adventure danger Drama Family  MiaFarrow AnnaSophiaRobb OliviaBallantyne NadiaTass 
36549,Yesterday Was a Lie,hoyle girl sharp mind weakness bourbon find trail reclusive genius work take series unforeseen twist event grow increasingly fragmented disconnected surreal ethereal lounge singer loyal partner ally hoyle plunge dark world intrigue earth shatter cosmological secret haunt present shadow destine face hoyle discover powerful force universe power bend reality power know truth lie depth human heart,Drama Mystery ScienceFiction Thriller,independentfilm,ChaseMasterson JohnNewton KipleighBrown,,2008-01-01,6.0,4,89.0,en,0.145014,JamesKerwin,hoyle girl sharp mind weakness bourbon find trail reclusive genius work take series unforeseen twist event grow increasingly fragmented disconnected surreal ethereal lounge singer loyal partner ally hoyle plunge dark world intrigue earth shatter cosmological secret haunt present shadow destine face hoyle discover powerful force universe power bend reality power know truth lie depth human heart Drama Mystery ScienceFiction Thriller independentfilm ChaseMasterson JohnNewton KipleighBrown JamesKerwin 
361398,Theresa Is a Mother,singer songwriter single mother theresa mcdermott finally hit end line nyc unable end meet force pack life girl small town parent run decade ago teresa need job parent need space family tragedy deal year past need closure old wound unattainable dream thing expose fractured family work single mom responsible mother,Music Comedy Drama,,EdieMcClurg C.FraserPress RichardPoe,GardenThievesPictures AMaySkyPictureEntertainment,2015-09-25,0.0,0,105.0,en,0.036532,DarrenPress,singer songwriter single mother theresa mcdermott finally hit end line nyc unable end meet force pack life girl small town parent run decade ago teresa need job parent need space family tragedy deal year past need closure old wound unattainable dream thing expose fractured family work single mom responsible mother Music Comedy Drama  EdieMcClurg C.FraserPress RichardPoe DarrenPress GardenThievesPictures AMaySkyPictureEntertainment
